age,income,credit_score,debt_ratio,num_loans,employed,approved
23,67844,768,0.297,2,0,0
40,107063,724,0.276,1,1,1
47,117734,511,0.131,4,1,1
26,79460,553,0.252,3,0,0
33,82734,550,0.39,2,0,1
36,106211,629,0.54,1,1,0
50,85296,648,0.433,4,0,0
63,51794,586,0.0,1,1,0
57,61280,824,0.446,0,0,0
29,88437,558,0.266,0,0,1
21,124639,687,0.418,2,1,0
23,143394,642,0.348,0,1,1
47,107001,623,0.321,2,0,1
27,90067,785,0.335,1,0,1
31,105857,841,0.347,2,0,1
58,64498,482,0.552,4,1,0
59,77198,651,0.347,2,0,1
57,61042,524,0.513,3,1,0
32,52612,640,0.491,0,1,1
48,91537,708,0.45,0,1,1
47,86915,632,0.082,5,0,1
29,103615,594,0.517,3,1,0
45,98607,595,0.281,0,1,1
44,88670,590,0.457,3,0,0
38,98970,600,0.204,0,1,1
54,80243,618,0.172,0,1,1
50,94114,734,0.646,2,0,1
44,63171,515,0.206,3,1,1
52,92703,495,0.522,3,0,0
54,102919,671,0.368,4,0,1
45,64432,732,0.287,1,1,1
32,82942,575,0.343,1,0,1
54,65480,554,0.155,3,1,1
52,67743,711,0.348,5,0,1
64,54942,622,0.188,4,0,0
27,126852,752,0.291,4,1,0
39,118272,534,0.489,0,0,0
61,98308,524,0.388,5,1,0
43,162433,684,0.128,5,0,1
62,76231,625,0.478,3,0,0
21,235360,749,0.349,2,0,1
22,75216,667,0.269,3,0,0
56,89061,611,0.462,3,0,0
36,70865,539,0.325,5,0,1
43,92788,540,0.175,0,0,1
39,109122,759,0.627,3,1,0
38,78267,563,0.347,4,0,0
62,151692,665,0.338,2,1,1
25,88562,782,0.289,5,1,1
54,89539,812,0.527,0,1,1
60,59255,579,0.271,0,1,1
49,94299,520,0.118,4,1,1
38,77718,766,0.248,0,1,1
28,65833,734,0.549,2,1,0
51,62068,602,0.475,1,1,1
41,207497,699,0.312,4,0,1
27,74276,549,0.556,0,1,1
36,48914,739,0.462,2,0,1
63,63792,749,0.31,5,0,1
32,79994,590,0.325,2,1,1
28,98626,653,0.399,3,1,0
51,98907,603,0.225,5,1,1
29,103215,491,0.351,3,0,0
61,64994,527,0.396,4,1,1
58,91758,835,0.097,5,1,1
64,59942,648,0.322,3,0,0
61,65570,534,0.305,4,1,1
31,59075,496,0.504,3,1,0
30,53735,610,0.073,4,1,0
36,118211,843,0.293,3,0,1
41,103649,622,0.278,2,0,1
59,114644,849,0.494,3,0,1
53,82579,661,0.343,2,1,1
49,106899,762,0.619,2,1,1
59,43972,770,0.449,1,0,0
49,110176,490,0.288,2,1,1
37,86660,482,0.386,2,0,1
39,101442,821,0.297,3,1,1
43,93038,825,0.479,2,0,1
24,57658,529,0.15,2,1,0
53,48216,719,0.226,0,0,1
49,63484,821,0.418,2,0,1
53,99258,831,0.534,2,1,0
44,103703,589,0.02,5,1,1
55,50462,782,0.556,2,0,1
62,57778,719,0.329,0,1,1
46,63236,823,0.067,1,0,1
40,71876,534,0.0,4,0,1
25,50566,702,0.121,0,1,1
55,49515,489,0.347,0,0,1
60,61091,612,0.34,2,1,1
51,83947,484,0.445,2,0,0
59,53882,643,0.268,2,0,0
58,78216,780,0.184,0,1,1
56,117977,723,0.288,4,1,1
43,51644,597,0.355,1,1,0
25,75773,637,0.385,4,1,1
21,116590,615,0.232,3,1,1
29,70359,750,0.485,1,0,0
39,66634,578,0.257,2,1,1
53,122391,513,0.22,0,1,1
41,73173,667,0.269,4,1,1
22,119890,787,0.511,1,1,1
30,94645,656,0.33,2,0,1
64,72241,555,0.246,0,0,1
64,96341,497,0.489,2,0,0
37,91118,829,0.671,2,0,0
56,116432,761,0.381,1,0,1
52,67227,537,0.535,5,0,0
61,82634,507,0.505,1,1,1
60,79716,527,0.259,1,1,1
48,104215,619,0.354,3,1,1
38,56894,780,0.158,1,0,0
48,116273,539,0.319,2,1,1
35,95891,782,0.256,4,0,1
36,51371,480,0.29,0,0,1
47,124324,753,0.238,3,1,1
46,178027,584,0.307,0,1,1
46,115659,835,0.43,0,1,1
37,134215,656,0.332,0,0,1
39,83921,580,0.07,0,0,1
21,45535,569,0.238,2,1,0
47,42715,785,0.122,5,0,1
46,89057,629,0.387,5,1,1
62,66208,610,0.425,0,0,0
43,59139,752,0.388,5,0,1
41,79682,678,0.232,3,1,1
23,101034,725,0.387,3,1,0
29,48986,644,0.279,4,0,0
35,69609,503,0.179,2,0,1
37,138166,482,0.461,1,0,1
36,55905,494,0.473,3,1,0
38,110434,692,0.492,4,1,0
54,68741,670,0.259,4,0,1
26,98596,756,0.527,1,0,1
35,119589,811,0.276,5,1,1
28,105578,544,0.448,1,0,0
34,111967,834,0.273,4,1,1
51,54431,824,0.316,1,1,1
23,120275,707,0.0,0,1,1
35,60434,676,0.305,5,0,0
22,89196,545,0.364,3,1,0
63,89156,545,0.288,1,1,1
52,96524,486,0.613,0,0,0
31,91646,719,0.176,0,1,1
29,60623,640,0.265,1,1,0
25,50782,551,0.214,5,0,0
41,110534,529,0.265,1,0,1
54,86925,503,0.505,0,1,1
46,121788,717,0.572,5,1,0
59,80186,733,0.245,5,1,1
36,49809,713,0.242,1,1,1
33,114222,520,0.176,3,1,1
42,71548,495,0.546,3,1,0
29,91808,519,0.518,3,1,0
63,64935,758,0.334,1,1,1
29,144822,753,0.141,4,0,0
42,59932,589,0.154,5,0,0
43,72378,500,0.376,4,0,1
23,84572,598,0.432,5,1,0
41,55575,779,0.04,0,1,1
41,91440,533,0.302,3,0,1
32,143189,774,0.593,5,0,0
26,68603,651,0.317,3,0,1
22,93532,532,0.573,5,0,0
21,31115,825,0.447,2,1,0
42,80349,671,0.187,5,0,1
24,72998,728,0.306,5,0,1
63,61162,515,0.331,3,0,1
31,118927,617,0.207,4,1,1
49,72662,714,0.205,3,1,1
50,76545,718,0.576,1,1,1
42,71377,503,0.203,3,1,1
59,41642,703,0.512,5,1,1
25,54806,829,0.285,0,1,0
31,114021,770,0.346,1,1,1
32,38920,556,0.434,2,0,0
26,62289,817,0.26,2,0,0
33,70817,732,0.435,3,0,0
34,149945,501,0.043,2,1,1
54,106592,527,0.416,3,1,0
34,67020,820,0.0,0,1,1
59,128584,557,0.316,1,0,1
54,62854,515,0.478,4,1,0
60,115953,646,0.443,2,1,0
25,50622,674,0.155,4,1,0
64,118586,692,0.175,3,1,1
48,70658,723,0.247,1,1,1
64,56828,849,0.378,2,0,0
36,75490,760,0.045,5,0,1
62,89754,489,0.348,5,0,1
46,68500,512,0.397,0,0,0
24,98878,480,0.308,4,1,1
39,66417,626,0.429,2,0,0
27,101203,609,0.384,0,0,1
62,95086,825,0.269,3,0,1
34,79732,615,0.06,0,1,1
30,69792,491,0.37,1,0,1
45,85888,807,0.207,4,1,1
39,98750,576,0.263,4,1,1
25,167608,817,0.422,2,0,1
56,113159,766,0.563,4,1,0
58,114617,805,0.344,5,1,1
53,240082,783,0.433,2,1,0
48,97572,532,0.133,1,0,0
38,96508,711,0.387,3,1,0
44,104210,632,0.341,0,0,1
43,57218,712,0.534,5,0,1
28,69730,755,0.269,2,1,0
24,68227,665,0.314,4,0,0
32,102173,595,0.509,4,1,0
40,76634,819,0.336,2,1,1
28,85488,725,0.184,5,1,1
25,119177,807,0.733,4,0,0
58,110179,567,0.188,5,1,1
37,76969,790,0.34,0,1,1
46,64425,599,0.402,2,1,0
44,121188,650,0.39,5,0,1
53,106790,798,0.322,4,0,1
53,46424,611,0.322,2,0,1
34,72995,572,0.315,0,0,1
58,86309,818,0.183,1,0,1
37,106974,836,0.673,3,0,1
57,112004,595,0.317,3,1,1
38,89960,593,0.44,5,0,0
25,99967,564,0.3,0,1,1
54,83300,488,0.297,2,0,1
22,64338,684,0.282,1,1,1
54,74333,574,0.118,5,1,1
22,81994,794,0.326,0,0,1
30,80468,543,0.289,1,0,1
47,42100,715,0.526,1,1,0
62,70872,667,0.17,0,1,1
38,83069,706,0.263,3,0,0
26,73812,521,0.215,3,1,0
31,74710,652,0.566,3,0,0
60,96621,711,0.22,5,1,1
52,55833,606,0.434,2,1,0
25,46071,803,0.496,1,0,0
37,72106,675,0.328,2,0,0
32,106425,614,0.143,4,1,1
28,147031,491,0.145,3,1,1
58,107098,542,0.479,1,1,1
48,48721,656,0.161,4,1,1
28,75089,628,0.409,4,0,0
49,89106,802,0.367,1,1,1
39,86674,770,0.407,3,0,0
23,98372,538,0.421,3,1,0
40,59088,698,0.21,1,0,0
29,83323,648,0.204,0,0,1
31,94360,517,0.457,4,1,0
59,108743,726,0.256,3,1,1
52,61436,678,0.0,4,1,1
26,72182,512,0.447,2,0,0
58,31616,653,0.195,3,0,0
46,65529,750,0.42,5,1,0
59,67793,601,0.559,1,1,1
53,57005,612,0.353,3,1,0
35,86312,520,0.499,0,0,0
44,79872,555,0.373,0,1,1
44,36939,843,0.588,5,0,1
52,87832,709,0.191,0,1,1
31,58856,545,0.349,3,1,0
35,96543,658,0.451,3,0,0
31,52006,551,0.321,4,1,0
34,82311,643,0.523,3,1,0
28,73766,533,0.285,4,1,1
22,90567,708,0.66,5,1,0
62,85084,690,0.668,4,0,0
24,74492,714,0.392,4,1,0
60,47575,644,0.433,0,0,0
21,48569,585,0.529,1,1,1
55,66396,572,0.172,2,0,0
35,81215,559,0.153,3,1,0
43,65832,638,0.538,4,0,0
33,101375,647,0.391,4,0,1
42,73867,729,0.316,0,0,1
40,58105,499,0.352,1,0,0
44,73897,584,0.0,0,1,0
38,88151,795,0.321,3,1,1
44,91260,818,0.237,3,1,1
57,157186,824,0.488,0,1,1
40,64449,593,0.499,5,0,0
36,79383,530,0.437,1,1,1
26,94551,553,0.409,3,0,0
36,80786,528,0.125,4,1,1
26,68360,833,0.439,0,0,1
29,47359,806,0.444,5,0,1
62,68116,779,0.537,5,0,0
24,55936,750,0.668,5,1,1
42,44509,606,0.096,0,1,1
57,61652,656,0.292,2,1,1
62,56459,791,0.239,1,0,0
27,99916,781,0.376,2,0,0
28,100523,671,0.352,5,1,0
37,59361,789,0.315,4,1,1
45,74360,608,0.504,4,0,0
63,42505,632,0.185,2,1,0
30,68510,790,0.194,5,0,1
28,93657,619,0.196,5,1,1
32,108715,758,0.296,4,1,1
59,63462,647,0.166,4,1,1
22,117701,590,0.343,3,0,1
37,47919,560,0.325,0,1,1
26,52632,704,0.232,1,0,1
27,104416,657,0.481,4,0,0
61,146188,616,0.341,1,1,1
21,96805,754,0.509,1,0,1
35,80309,480,0.321,5,0,1
61,37776,514,0.346,2,1,1
47,40131,835,0.266,5,0,1
24,85225,725,0.349,1,0,1
41,71857,683,0.457,2,0,1
63,55310,485,0.288,2,1,1
38,83341,701,0.428,2,0,1
44,84800,640,0.228,2,0,1
44,113357,701,0.464,1,1,1
50,85440,495,0.263,4,0,1
29,125203,683,0.478,1,0,0
57,81679,693,0.359,2,1,0
64,78228,587,0.578,5,1,1
27,118216,500,0.177,2,0,1
57,57832,839,0.129,0,1,1
56,218122,742,0.258,0,0,1
53,92883,710,0.142,2,0,1
37,93064,763,0.143,3,1,1
41,97884,728,0.443,5,0,1
57,157118,529,0.349,0,0,1
27,107488,648,0.278,3,0,0
57,46443,808,0.292,1,1,0
61,133115,586,0.26,2,0,1
51,72290,839,0.598,2,1,1
36,84564,503,0.24,1,0,1
45,52053,602,0.152,0,1,1
23,97922,609,0.469,0,1,1
61,64846,708,0.318,3,1,1
36,84357,545,0.656,1,0,0
23,73741,564,0.271,1,1,1
55,159773,724,0.477,0,0,1
49,163007,585,0.512,0,1,1
48,82788,805,0.272,0,1,1
23,83295,801,0.239,2,0,1
54,71471,592,0.461,0,1,0
49,119953,687,0.436,1,0,1
55,72594,603,0.138,1,0,1
57,70283,607,0.181,1,0,1
30,114722,728,0.0,0,0,1
30,67464,588,0.439,0,1,1
61,80382,535,0.311,5,1,1
44,46831,575,0.326,4,0,0
40,104216,823,0.096,0,0,1
33,160662,575,0.185,1,0,0
49,104839,614,0.278,2,1,1
54,135861,712,0.249,5,1,1
21,60574,517,0.368,5,1,0
45,88474,579,0.438,4,0,0
64,58551,544,0.69,0,1,0
33,75210,822,0.347,2,0,0
33,106727,825,0.517,2,0,0
59,84406,759,0.226,3,1,1
23,49679,571,0.099,5,0,0
38,51405,708,0.297,1,0,1
41,50229,725,0.11,3,0,1
56,96738,801,0.352,1,1,0
26,167731,537,0.233,1,1,1
40,131218,752,0.057,1,0,1
27,41947,551,0.61,4,1,0
55,133938,690,0.269,2,0,1
48,113040,805,0.104,4,1,1
42,47425,502,0.485,4,0,0
38,73250,534,0.241,2,1,1
27,119514,780,0.514,5,0,0
61,98756,486,0.24,0,1,1
49,51512,733,0.269,5,0,1
35,100863,665,0.402,0,1,0
39,38547,608,0.439,2,1,0
52,75340,799,0.465,4,0,1
52,121302,794,0.337,4,0,1
41,81977,600,0.429,1,0,0
34,68400,481,0.462,5,0,1
50,111193,527,0.38,0,1,1
49,114567,519,0.329,4,0,1
47,128833,843,0.133,3,1,1
24,110611,700,0.44,1,0,0
41,118924,730,0.356,5,0,0
48,105269,565,0.288,4,0,0
62,89383,794,0.542,0,1,1
44,84043,747,0.136,0,0,1
36,74960,758,0.597,0,0,0
45,53286,653,0.347,2,0,0
28,58302,738,0.398,2,0,1
24,73795,681,0.291,4,0,1
50,88633,622,0.1,4,1,1
64,134866,699,0.329,0,1,1
58,80268,600,0.4,2,0,1
46,115725,832,0.451,4,1,0
22,118838,745,0.32,5,1,0
64,75113,753,0.021,1,1,1
40,100298,745,0.119,0,1,1
33,74796,645,0.658,0,0,0
60,129379,831,0.186,2,1,1
53,101753,556,0.564,2,1,0
53,53696,690,0.21,2,0,0
33,86188,505,0.323,0,0,1
64,145015,589,0.444,2,1,0
40,76445,692,0.227,1,1,1
44,95269,661,0.589,2,0,0
54,98599,828,0.361,0,1,1
50,56666,707,0.419,4,1,1
28,97392,632,0.31,2,1,1
34,50007,637,0.449,1,0,0
36,65433,706,0.587,5,0,1
62,118689,772,0.33,4,1,1
52,92283,582,0.609,0,1,1
37,73217,696,0.258,0,1,1
53,95227,692,0.465,0,0,0
53,79756,483,0.423,3,0,1
38,81810,817,0.19,2,0,1
38,102502,690,0.382,2,0,0
60,63144,569,0.351,3,1,0
45,82609,714,0.222,3,0,1
27,73018,730,0.404,0,0,0
52,46760,818,0.372,0,1,1
46,59018,492,0.339,4,1,1
43,141016,633,0.34,5,1,0
52,93191,546,0.336,5,1,1
60,51251,692,0.295,5,1,0
35,47507,665,0.371,2,1,0
39,78315,655,0.253,4,1,1
29,140670,843,0.749,5,0,0
49,76297,676,0.139,5,0,1
38,128696,632,0.262,0,1,1
36,92128,504,0.274,0,1,1
51,96057,587,0.656,2,0,0
38,51034,811,0.152,3,0,1
41,113084,647,0.414,5,0,0
40,72441,816,0.387,1,1,1
32,110176,677,0.4,4,0,1
26,61255,682,0.535,5,0,0
57,86658,639,0.532,5,0,0
25,92130,685,0.282,1,1,1
35,77176,504,0.379,1,0,1
50,93840,501,0.07,1,0,1
26,74200,656,0.365,4,1,0
49,64899,701,0.231,4,0,1
53,142868,683,0.322,2,0,1
50,117582,638,0.097,0,0,1
34,62408,588,0.411,3,0,0
21,99380,742,0.096,4,1,0
60,62807,703,0.372,2,0,0
35,53805,497,0.166,1,1,1
56,116960,647,0.223,3,1,0
29,44861,743,0.523,3,0,1
28,112663,770,0.438,3,1,1
55,74556,586,0.522,5,0,0
62,75638,822,0.584,1,1,1
58,94011,721,0.234,3,0,1
54,99825,641,0.575,5,0,0
31,60994,712,0.13,1,1,1
61,104711,802,0.462,1,1,1
50,84748,563,0.276,0,1,1
28,52477,535,0.21,2,0,0
26,76749,642,0.442,0,1,0
59,132085,511,0.492,4,0,0
33,146468,789,0.487,0,1,1
54,104697,839,0.382,4,1,1
27,53698,704,0.37,3,0,1
33,96710,842,0.429,5,0,1
33,109706,505,0.396,2,0,0
33,105004,714,0.431,2,0,1
50,107204,643,0.381,1,1,1
61,92494,582,0.476,3,0,0
61,79412,595,0.106,1,1,1
53,65830,681,0.33,0,1,1
29,41918,717,0.142,5,0,1
63,91732,540,0.392,4,0,1
44,86931,707,0.596,0,1,1
45,99003,822,0.279,3,0,1
51,51002,483,0.369,1,0,0
54,102080,804,0.463,1,1,1
62,167183,704,0.04,2,0,1
46,83718,606,0.272,4,0,0
47,79712,751,0.405,0,0,1
53,90754,708,0.0,2,1,1
32,165889,764,0.203,5,1,1
34,56924,510,0.515,2,1,0
48,87455,501,0.5,0,1,0
23,61567,717,0.406,2,1,0
35,67259,592,0.482,4,1,0
52,80049,568,0.382,5,0,1
63,130525,635,0.433,3,1,0
43,152986,748,0.303,0,0,1
38,95283,546,0.367,4,1,0
40,71392,840,0.255,4,1,1
51,194895,635,0.54,3,0,0
44,70130,535,0.578,5,1,0
22,66693,506,0.557,4,1,0
44,43762,797,0.289,1,1,1
38,132772,521,0.207,2,0,1
51,114307,635,0.542,3,1,0
59,189850,727,0.432,2,1,1
63,50082,669,0.399,3,0,0
47,135688,577,0.255,4,0,1
36,83475,519,0.414,0,1,1
40,108000,743,0.187,3,0,1
28,45754,661,0.445,0,0,0
62,136160,497,0.557,3,1,0
58,107263,547,0.595,2,1,0
58,80349,688,0.456,1,0,0
35,102083,542,0.143,5,0,1
35,62307,624,0.38,1,0,1
58,66500,526,0.671,0,1,1
44,69255,774,0.22,2,1,1
52,42587,713,0.341,4,0,1
42,110125,770,0.562,0,1,1
40,123601,499,0.443,2,1,0
48,63722,618,0.722,2,0,0
56,92008,579,0.24,5,1,1
35,74222,710,0.202,0,0,1
56,91368,783,0.534,0,1,1
31,65389,564,0.171,3,0,1
38,59788,764,0.32,1,1,1
61,117710,694,0.34,4,1,1
62,79650,784,0.505,1,1,1
61,165296,510,0.442,3,1,0
34,82782,846,0.419,0,1,1
58,58902,640,0.29,4,0,0
62,125140,583,0.532,3,0,0
64,101573,547,0.95,0,1,0
21,105047,844,0.454,1,0,1
53,123558,806,0.365,0,1,0
64,64814,528,0.155,0,1,1
54,77903,644,0.254,4,1,1
31,76707,751,0.318,2,0,0
54,51844,698,0.27,4,0,1
25,74273,549,0.348,1,0,1
42,130026,613,0.617,4,1,1
48,88506,616,0.537,3,1,0
41,50850,586,0.326,3,1,0
51,47250,835,0.169,4,0,1
31,145864,555,0.551,4,0,0
47,78916,741,0.343,4,0,1
49,64936,817,0.091,4,0,1
48,74003,774,0.457,2,1,0
33,48567,775,0.504,4,0,0
34,134033,538,0.0,5,1,1
32,70982,529,0.226,4,0,1
41,131445,769,0.333,3,1,1
46,82937,756,0.46,0,1,1
36,134335,754,0.273,2,0,1
39,89107,634,0.225,0,1,1
33,109797,673,0.459,0,0,0
30,104761,485,0.28,2,0,1
49,101307,587,0.431,2,0,0
56,91999,675,0.183,3,1,0
33,75076,526,0.147,5,1,1
58,159238,528,0.463,4,0,0
46,59298,496,0.388,2,0,0
28,81574,557,0.488,2,1,0
37,81876,847,0.27,4,1,1
21,93771,737,0.231,1,0,1
22,70083,830,0.554,5,0,1
35,90936,575,0.122,4,1,1
40,76777,701,0.538,4,1,0
56,46820,809,0.548,1,1,1
26,81724,610,0.479,3,0,0
57,55412,723,0.247,4,1,1
31,44388,736,0.228,0,0,1
27,85448,787,0.318,1,1,1
51,96617,838,0.156,3,1,1
55,97939,707,0.206,2,0,1
47,99336,695,0.447,4,0,0
26,41413,801,0.447,2,1,1
26,50584,733,0.193,5,0,0
38,162509,613,0.451,1,1,0
40,56457,713,0.418,2,0,0
64,100866,683,0.576,0,0,1
33,64044,564,0.435,1,1,0
29,83754,670,0.509,1,1,0
62,65259,710,0.422,4,0,1
27,99141,814,0.497,2,0,0
22,85445,694,0.157,1,1,1
39,69623,541,0.332,1,0,1
38,56398,845,0.344,3,0,0
48,89454,693,0.313,4,1,1
59,53279,586,0.417,5,1,0
62,94596,759,0.445,0,0,1
33,204235,622,0.409,5,0,0
64,130655,616,0.323,2,0,0
48,104734,790,0.24,4,1,1
24,79047,801,0.515,0,0,1
62,41324,673,0.402,3,1,0
27,51275,618,0.197,5,1,0
46,127610,799,0.321,0,0,1
55,61780,544,0.089,4,1,0
31,63769,756,0.355,0,0,0
32,76863,696,0.32,5,0,1
41,56164,796,0.264,4,1,1
59,53018,635,0.588,5,1,0
30,80025,787,0.177,5,1,1
50,59618,485,0.456,1,1,1
40,62843,760,0.678,2,0,1
25,61966,505,0.512,4,1,0
52,97790,717,0.345,1,1,1
57,75095,552,0.18,1,1,1
46,76516,836,0.146,0,0,1
28,100377,764,0.288,5,1,1
27,77501,518,0.247,1,0,1
39,73892,810,0.242,2,0,1
43,96030,573,0.301,2,0,1
45,102911,681,0.335,2,0,1
31,77364,511,0.423,4,0,0
43,83782,519,0.164,5,1,1
33,61953,569,0.248,3,1,1
51,60266,677,0.326,5,0,1
56,106613,680,0.321,0,1,1
49,95176,796,0.625,5,0,0
21,95522,541,0.385,0,0,1
64,89864,757,0.108,0,0,1
22,82779,482,0.413,0,1,0
64,103933,587,0.432,1,0,0
22,112989,544,0.331,5,0,1
43,112048,525,0.168,1,1,1
25,78628,696,0.614,4,1,0
25,132350,813,0.19,2,0,1
51,88231,726,0.449,0,0,0
53,101629,796,0.38,2,1,1
26,89903,698,0.44,1,0,0
63,88806,499,0.606,1,1,0
35,62959,608,0.434,3,1,0
35,104113,784,0.266,4,0,1
34,220490,496,0.516,3,1,0
41,71437,515,0.255,1,0,1
28,83500,788,0.375,4,1,0
39,69674,503,0.156,4,0,1
30,68662,834,0.195,1,0,1
23,139848,760,0.358,5,1,1
37,64358,726,0.405,5,0,1
50,68998,678,0.095,3,0,1
54,46730,513,0.425,1,1,0
36,62479,633,0.227,2,1,1
35,44793,778,0.542,2,0,1
55,101609,814,0.297,1,0,1
50,216999,645,0.181,1,1,1
57,71641,790,0.361,0,0,1
60,45451,767,0.213,0,1,1
57,111609,501,0.54,4,0,0
62,63154,709,0.35,0,1,1
39,128351,707,0.327,2,0,1
38,73795,680,0.439,2,1,0
35,65292,765,0.199,0,0,1
31,76532,809,0.157,4,0,1
53,106189,683,0.411,5,1,0
52,75219,598,0.185,3,1,1
56,68453,843,0.185,4,0,1
28,75975,836,0.476,1,0,0
42,52188,733,0.429,5,1,1
30,93594,717,0.162,4,1,1
60,43582,518,0.257,2,1,0
32,69725,628,0.214,4,0,1
27,106249,553,0.616,5,1,1
46,90565,670,0.486,3,0,0
59,100144,785,0.287,1,1,1
61,79618,563,0.436,1,0,0
25,122659,848,0.147,1,0,1
35,112578,527,0.249,1,0,1
27,95216,516,0.366,5,1,1
34,112690,840,0.418,1,1,1
44,105916,517,0.335,5,0,1
33,69839,752,0.387,1,0,1
23,50888,762,0.362,2,1,0
43,94361,602,0.325,3,0,1
23,98606,503,0.306,0,0,0
30,119303,594,0.286,1,0,1
21,58691,505,0.385,1,1,0
24,59308,728,0.412,0,1,1
40,95676,808,0.38,4,1,0
58,79447,848,0.173,3,1,1
55,42097,776,0.2,5,1,1
25,92878,766,0.41,5,1,1
22,42591,806,0.571,2,0,0
35,58508,764,0.373,4,0,1
49,130724,720,0.288,0,1,1
53,154271,848,0.384,2,1,1
57,53225,599,0.179,3,1,0
36,72582,632,0.546,2,0,0
28,82675,815,0.378,4,0,0
22,151931,595,0.25,5,0,0
27,68545,590,0.325,2,0,0
23,68930,536,0.271,1,1,1
58,140058,581,0.547,3,0,0
32,71438,699,0.32,5,0,1
57,104875,807,0.373,5,0,1
45,48570,530,0.436,4,0,0
44,76713,731,0.239,1,1,1
41,45565,763,0.379,1,1,0
57,56295,811,0.391,3,0,1
22,109259,757,0.117,2,1,1
25,80041,537,0.388,3,1,1
39,72843,660,0.343,5,1,1
38,62673,832,0.369,3,1,1
45,75397,816,0.355,2,1,0
53,90504,706,0.389,5,1,1
46,114895,836,0.551,2,0,0
32,32499,727,0.173,3,1,1
35,60879,504,0.299,0,1,1
54,86115,818,0.45,3,1,0
29,78681,542,0.422,2,0,0
43,93802,620,0.419,0,1,0
44,89446,568,0.763,1,1,1
54,73207,746,0.442,4,0,1
52,67735,491,0.52,1,1,0
41,74744,716,0.304,0,1,1
34,121761,799,0.201,0,1,1
37,63042,771,0.303,0,1,1
39,79680,593,0.457,2,1,0
30,86849,811,0.411,2,0,0
48,140629,613,0.41,3,1,0
30,73324,731,0.318,3,1,1
49,113930,667,0.294,3,0,1
54,125360,505,0.323,5,1,1
63,79654,481,0.459,1,0,0
26,75660,547,0.476,4,0,0
54,72590,825,0.199,0,1,1
24,74475,832,0.464,5,1,1
35,109836,631,0.252,2,0,1
28,88310,838,0.42,2,1,1
28,88442,498,0.321,0,0,0
28,54936,837,0.585,3,0,1
22,58054,565,0.287,2,1,0
57,172467,493,0.377,5,0,0
23,76536,760,0.441,1,1,1
38,62105,621,0.219,2,0,1
51,134409,588,0.339,5,0,1
64,89894,761,0.31,4,1,1
58,99719,603,0.273,4,0,1
27,77609,758,0.284,3,0,0
64,72855,552,0.517,5,0,0
49,76757,511,0.26,1,1,1
28,50201,600,0.435,4,0,0
40,78982,705,0.397,3,1,1
61,90343,563,0.14,2,0,1
38,155658,532,0.428,1,1,0
29,83940,757,0.138,3,1,1
59,35983,662,0.444,0,0,0
62,78815,639,0.274,4,1,1
63,212475,568,0.351,1,0,1
63,110303,486,0.156,2,1,1
59,61325,499,0.368,1,0,1
40,100172,732,0.489,2,1,0
29,62821,509,0.229,2,0,0
48,50712,571,0.259,1,1,0
30,72101,817,0.418,5,0,0
41,84102,607,0.422,4,0,0
49,42298,755,0.0,2,0,1
62,54478,607,0.652,0,1,1
33,81746,824,0.429,5,0,1
32,70608,784,0.455,4,1,1
53,93521,653,0.328,3,1,1
21,53243,733,0.072,3,0,1
45,104579,632,0.451,0,0,0
53,53822,829,0.265,2,0,1
45,144743,612,0.432,1,0,0
37,44678,789,0.317,3,1,0
57,55568,708,0.386,5,1,0
37,94262,718,0.234,3,1,1
52,145836,610,0.48,3,1,0
41,90946,788,0.172,4,1,0
22,99186,756,0.687,5,1,0
44,81952,781,0.686,0,0,0
23,56870,776,0.595,1,1,1
61,68611,538,0.541,1,1,0
47,53294,804,0.337,4,0,1
37,52063,791,0.525,2,1,1
42,93748,569,0.336,4,1,1
48,54976,843,0.117,2,0,1
32,91090,674,0.575,5,1,0
33,51643,599,0.519,4,1,1
39,90354,562,0.345,0,1,1
32,68646,614,0.166,5,1,1
54,133262,493,0.262,5,1,1
25,91223,735,0.077,0,0,0
57,125527,741,0.492,2,0,1
36,62522,727,0.11,5,1,1
45,83067,683,0.393,5,0,1
27,57779,614,0.223,2,1,0
37,70474,747,0.136,3,1,1
54,74311,802,0.386,0,0,0
32,63178,512,0.3,3,1,0
26,53227,621,0.476,3,0,0
43,49663,848,0.16,2,0,1
28,35913,798,0.236,1,0,1
34,56277,847,0.0,4,0,1
40,101456,547,0.022,2,1,1
45,46550,652,0.62,1,0,0
49,50459,528,0.663,2,0,0
50,152447,800,0.364,2,0,0
58,65185,671,0.226,1,0,1
23,91137,570,0.305,3,0,1
36,101983,513,0.481,5,1,0
21,102707,752,0.273,4,1,1
21,47808,780,0.386,1,0,1
30,75123,805,0.348,2,0,1
47,46230,839,0.265,3,0,1
60,191754,781,0.271,4,0,1
55,46609,770,0.394,4,1,1
49,56444,780,0.203,2,0,1
55,56588,849,0.418,1,0,1
28,48239,651,0.279,3,1,0
57,130766,760,0.369,0,0,0
60,190158,783,0.558,4,1,0
25,68957,523,0.325,5,1,1
41,51308,735,0.488,4,1,0
57,37229,605,0.081,2,0,1
41,74781,529,0.279,4,1,1
57,72913,543,0.354,3,1,1
62,64848,522,0.638,3,1,0
41,88013,812,0.056,5,0,0
23,93533,765,0.336,1,1,1
35,91202,517,0.569,4,1,0
30,72920,711,0.232,4,1,1
