customer_id,tenure_months,age,monthly_charges,total_charges,contract_type,payment_method,region,signup_date,churn
CUST00683,1,40,81.06,83.36,Month-to-month,Bank transfer,South,2021-06-17,0
CUST00684,12,41,103.54,1216.96,Month-to-month,Electronic check,East,2021-10-19,0
CUST00685,16,60,55.8,893.15,One year,Bank transfer,North,2023-01-21,0
CUST00686,17,41,98.38,1672.1,Month-to-month,Bank transfer,North,2021-04-16,0
CUST00687,4,57,38.89,148.45,Month-to-month,Credit card,South,2022-12-04,1
CUST00688,26,55,37.98,1009.13,Two year,Mailed check,Central,2023-05-31,0
CUST00689,66,51,83.82,5075.94,One year,Electronic check,East,2021-06-07,0
CUST00690,37,18,27.38,1101.84,Month-to-month,Bank transfer,South,2023-12-14,0
CUST00691,72,57,79.32,5937.47,Month-to-month,Electronic check,North,2023-12-18,0
CUST00692,72,35,67.53,5017.54,Two year,Electronic check,East,2021-11-22,0
CUST00693,2,52,91.8,167.66,Month-to-month,Credit card,North,2021-05-03,0
CUST00694,13,28,63.51,792.91,Month-to-month,Credit card,East,2021-12-23,0
CUST00695,54,25,66.4,3834.68,Two year,Bank transfer,West,2021-10-10,0
CUST00696,1,69,77.73,93.86,Month-to-month,Credit card,South,2021-11-02,1
CUST00697,6,28,48.43,307.94,One year,Electronic check,South,2023-10-10,0
CUST00698,6,58,47.34,298.77,One year,Electronic check,North,2021-06-19,0
CUST00699,1,43,76.86,78.88,One year,Mailed check,North,2021-12-14,0
CUST00700,32,36,64.27,1969.49,Month-to-month,Electronic check,South,2023-05-13,0
CUST00701,31,41,54.82,1783.98,Month-to-month,Credit card,Central,2021-03-04,0
CUST00702,38,23,62.93,2259.67,Month-to-month,Electronic check,North,2021-03-08,0
CUST00703,15,41,104.86,1477.69,Month-to-month,Bank transfer,East,2021-11-27,1
CUST00704,14,26,53.92,706.81,Two year,Credit card,West,2023-11-26,0
CUST00705,66,36,53.2,3682.5,Month-to-month,Bank transfer,North,2023-07-09,0
CUST00706,1,54,22.31,22.25,One year,Electronic check,North,2023-10-13,0
CUST00707,20,45,63.94,1285.25,One year,Mailed check,South,2023-08-05,0
CUST00708,18,21,81.42,1464.43,One year,Bank transfer,West,2021-05-10,0
CUST00709,72,53,85.9,5836.68,Month-to-month,Credit card,South,2022-03-16,0
CUST00710,68,41,67.71,4449.87,Month-to-month,Mailed check,West,2022-08-03,0
CUST00711,8,34,88.9,689.14,Two year,Mailed check,Central,2021-07-02,0
CUST00712,72,52,83.28,5574.85,One year,Credit card,West,2023-12-24,0
CUST00713,16,39,92.82,1447.68,Two year,Credit card,Central,2022-10-23,0
CUST00714,31,25,89.61,,Two year,Mailed check,West,2023-07-23,0
CUST00715,64,67,104.25,6864.71,One year,Electronic check,Central,2021-10-11,0
CUST00716,22,41,60.76,1380.9,Month-to-month,Bank transfer,West,2023-02-23,1
CUST00717,25,40,31.82,744.05,One year,Credit card,West,2021-04-26,0
CUST00718,72,36,81.59,5787.35,Month-to-month,Credit card,West,2021-01-25,0
CUST00719,17,58,84.51,1570.0,One year,Mailed check,Central,2022-12-03,0
CUST00720,39,34,104.25,3866.37,Two year,Electronic check,East,2021-03-16,0
CUST00721,46,20,97.03,4558.59,Month-to-month,Bank transfer,East,2021-10-30,1
CUST00722,5,32,113.64,571.2,Month-to-month,Credit card,East,2023-05-20,0
CUST00723,6,60,80.5,509.39,Month-to-month,Credit card,Central,2022-06-29,1
CUST00724,15,53,70.72,1076.47,Two year,Electronic check,South,2022-02-17,1
CUST00725,27,38,30.38,802.57,Month-to-month,Mailed check,West,2021-11-15,0
CUST00726,40,61,72.7,2917.71,Month-to-month,Mailed check,West,2023-01-02,0
CUST00727,1,52,51.19,51.4,Month-to-month,Electronic check,Central,2023-11-12,0
CUST00728,44,38,70.29,3078.58,Month-to-month,Credit card,North,2023-03-21,0
CUST00729,42,39,66.36,2603.29,Month-to-month,Electronic check,West,2022-01-29,1
CUST00730,32,46,76.79,2610.01,Month-to-month,Bank transfer,West,2022-04-08,1
CUST00731,5,30,62.57,329.53,Month-to-month,Credit card,Central,2021-04-23,1
CUST00732,51,42,88.38,4272.05,Month-to-month,Bank transfer,Central,2021-06-07,0
CUST00733,1,46,18.0,17.73,Month-to-month,Credit card,East,2021-10-21,0
CUST00734,1,18,69.75,68.97,Month-to-month,Mailed check,East,2022-02-28,1
CUST00735,8,39,95.06,716.5,Month-to-month,Credit card,North,2023-12-21,1
CUST00736,2,37,111.75,202.64,One year,Mailed check,Central,2023-08-12,0
CUST00737,1,56,83.3,80.51,Month-to-month,Electronic check,South,2021-05-04,0
CUST00738,23,18,107.12,2419.86,Month-to-month,Mailed check,West,2021-12-29,0
CUST00739,48,36,69.22,3083.13,Month-to-month,Mailed check,West,2021-03-03,0
CUST00740,44,35,65.07,2888.42,Month-to-month,Bank transfer,South,2021-03-10,0
CUST00741,29,55,78.24,2400.88,Month-to-month,Mailed check,North,2022-02-15,0
CUST00742,5,41,64.92,338.27,Month-to-month,Mailed check,North,2023-11-17,1
CUST00743,4,67,45.44,180.61,Two year,Mailed check,Central,2021-07-22,1
CUST00744,72,51,52.12,3407.32,Month-to-month,Mailed check,East,2023-01-16,0
CUST00745,3,36,37.2,115.59,Month-to-month,Bank transfer,North,2022-03-06,0
CUST00746,72,45,78.21,5672.34,Month-to-month,Mailed check,West,2022-08-16,1
CUST00747,65,37,65.28,4333.23,Month-to-month,Credit card,South,2023-08-10,0
CUST00748,15,54,55.99,921.15,Month-to-month,Mailed check,Central,2023-06-27,0
CUST00749,15,23,50.83,731.01,One year,Credit card,South,2023-06-26,0
CUST00750,6,30,77.63,,Two year,Mailed check,North,2022-03-27,0
CUST00751,16,48,84.51,1280.94,Month-to-month,Electronic check,North,2021-02-23,0
CUST00752,2,59,36.74,75.27,Month-to-month,Electronic check,East,2023-12-15,0
CUST00753,16,18,32.81,525.67,Month-to-month,Credit card,East,2023-12-25,1
CUST00754,51,61,88.86,4256.41,Month-to-month,Credit card,West,2023-07-29,0
CUST00755,15,40,30.62,426.7,One year,Electronic check,East,2022-06-07,0
CUST00756,3,18,78.69,231.88,Month-to-month,Bank transfer,South,2021-11-04,0
CUST00757,10,18,105.42,988.52,Month-to-month,Bank transfer,South,2021-07-11,1
CUST00758,30,20,105.48,3246.77,Two year,Electronic check,South,2022-02-11,1
CUST00759,7,41,83.45,572.13,Month-to-month,Mailed check,Central,2022-01-02,1
CUST00760,14,41,82.72,1121.77,Month-to-month,Bank transfer,North,2021-10-29,0
CUST00761,6,50,121.3,700.21,One year,Credit card,Central,2023-11-07,0
CUST00762,11,34,18.0,200.6,Month-to-month,Credit card,South,2022-12-23,0
CUST00763,4,26,53.39,214.01,Month-to-month,Electronic check,North,2021-09-02,1
CUST00764,65,36,86.21,5660.23,Month-to-month,Electronic check,North,2022-12-02,0
CUST00765,22,42,56.57,1255.75,Two year,Mailed check,North,2023-02-12,0
CUST00766,15,45,95.99,1434.65,Month-to-month,Electronic check,West,2022-07-27,1
CUST00767,72,30,64.02,4371.33,Month-to-month,Bank transfer,East,2023-11-03,0
CUST00768,49,54,68.29,3224.01,Month-to-month,Electronic check,South,2023-11-24,0
CUST00769,2,33,58.13,113.97,Month-to-month,Electronic check,West,2022-04-19,1
CUST00770,40,29,51.94,2292.13,One year,Electronic check,East,2022-06-02,1
CUST00771,27,34,51.32,1292.19,Month-to-month,Mailed check,Central,2021-08-26,0
CUST00772,42,57,71.78,2951.6,One year,Credit card,Central,2023-05-09,0
CUST00773,9,40,45.64,412.78,One year,Electronic check,West,2023-10-17,1
CUST00774,15,32,88.83,1312.24,Two year,Credit card,West,2022-12-22,0
CUST00775,41,54,81.33,3513.59,Month-to-month,Mailed check,West,2021-08-09,1
CUST00776,36,71,92.49,3278.28,Two year,Electronic check,East,2022-07-22,0
CUST00777,19,44,36.78,690.62,One year,Mailed check,West,2023-05-21,0
CUST00778,37,59,22.51,866.79,Month-to-month,Bank transfer,North,2021-02-16,0
CUST00779,2,56,64.9,141.55,One year,Electronic check,West,2022-10-09,1
CUST00780,26,33,137.47,3825.76,Two year,Electronic check,Central,2022-12-21,0
CUST00781,1,42,96.66,96.0,Month-to-month,Credit card,North,2022-08-11,0
CUST00782,1,24,51.14,51.01,Two year,Bank transfer,West,2022-12-05,0
CUST00783,1,39,75.61,75.79,Month-to-month,Mailed check,Central,2023-09-08,0
CUST00784,65,33,83.19,5447.09,One year,Credit card,North,2021-05-17,0
CUST00785,44,36,30.79,1297.36,Two year,Credit card,East,2022-09-17,0
CUST00786,25,31,99.24,2597.18,Month-to-month,Mailed check,Central,2023-05-22,1
CUST00787,18,37,60.81,1105.89,Two year,Bank transfer,Central,2023-06-20,0
CUST00788,3,49,62.73,187.77,Month-to-month,Electronic check,North,2022-05-27,1
CUST00789,3,40,65.59,184.26,One year,Mailed check,South,2023-12-29,0
CUST00790,28,18,93.61,2629.24,One year,Bank transfer,West,2021-12-21,0
CUST00791,41,31,46.12,1711.92,Month-to-month,Electronic check,North,2022-04-28,1
CUST00792,39,20,22.33,845.54,Month-to-month,Credit card,South,2023-06-22,0
CUST00793,72,45,73.07,5112.92,Month-to-month,Credit card,North,2022-04-27,0
CUST00794,15,49,18.0,273.87,Month-to-month,Mailed check,North,2022-01-11,1
CUST00795,3,45,57.47,188.62,Month-to-month,Mailed check,East,2022-09-01,0
CUST00796,3,30,94.67,292.13,Month-to-month,Electronic check,West,2022-11-12,1
CUST00797,4,45,79.48,340.94,Month-to-month,Bank transfer,East,2023-11-29,1
CUST00798,72,35,91.06,6767.83,Month-to-month,Electronic check,West,2022-11-08,0
CUST00799,2,26,80.51,170.08,One year,Mailed check,South,2021-07-22,0
CUST00800,19,52,125.26,2600.93,One year,Bank transfer,South,2021-02-27,0
CUST00801,70,53,50.29,3391.49,One year,Bank transfer,North,2023-11-26,0
CUST00802,15,55,74.95,1079.44,Month-to-month,Bank transfer,North,2022-04-09,0
CUST00803,3,33,54.05,167.57,Two year,Electronic check,South,2021-08-09,0
CUST00804,28,58,88.92,2489.3,One year,Credit card,North,2021-09-01,0
CUST00805,3,35,63.46,192.48,Month-to-month,Bank transfer,North,2021-04-27,0
CUST00806,51,51,107.97,5438.01,Month-to-month,Credit card,North,2021-08-07,0
CUST00807,1,34,51.73,50.19,One year,Mailed check,West,2023-05-05,0
CUST00808,17,38,100.18,1841.07,Month-to-month,Credit card,East,2022-12-19,0
CUST00809,32,18,79.83,2414.08,Month-to-month,Mailed check,Central,2022-10-19,1
CUST00810,4,37,64.19,265.57,Two year,Credit card,West,2021-01-13,0
CUST00811,1,43,78.56,80.62,Month-to-month,Electronic check,East,2023-01-07,0
CUST00812,16,36,71.53,1054.12,Month-to-month,Electronic check,North,2023-11-28,0
CUST00813,11,66,73.9,779.13,Two year,Bank transfer,East,2023-10-08,0
CUST00814,7,25,59.83,404.93,One year,Bank transfer,North,2022-03-09,0
CUST00815,26,34,47.46,1268.79,Month-to-month,Bank transfer,South,2022-10-20,0
CUST00816,30,29,56.62,1667.43,Two year,Mailed check,South,2021-11-24,1
CUST00817,64,34,22.92,1460.6,Two year,Credit card,South,2023-09-01,0
CUST00818,72,56,86.05,5744.05,Month-to-month,Mailed check,South,2023-10-05,0
CUST00819,15,62,34.12,571.32,One year,Bank transfer,West,2021-09-02,0
CUST00820,1,32,59.56,59.77,Month-to-month,Credit card,West,2022-06-17,1
CUST00821,6,31,81.2,499.36,Month-to-month,Bank transfer,West,2021-09-16,1
CUST00822,1,25,85.98,83.66,One year,Bank transfer,East,2022-11-04,0
CUST00823,13,60,20.63,259.44,Month-to-month,Credit card,East,2021-11-17,0
CUST00824,2,57,62.7,137.39,One year,Credit card,North,2023-02-01,1
CUST00825,63,40,76.49,4357.05,Two year,Mailed check,West,2023-12-11,0
CUST00826,1,22,66.3,67.22,Month-to-month,Mailed check,East,2023-08-13,0
CUST00827,36,23,98.6,3334.58,One year,Electronic check,South,2021-07-19,1
CUST00828,6,44,44.45,261.3,Month-to-month,Bank transfer,South,2021-05-23,0
CUST00829,10,49,18.0,174.26,Two year,Credit card,Central,2023-06-12,0
CUST00830,38,18,85.26,3080.16,Month-to-month,Mailed check,East,2021-03-31,0
CUST00831,1,37,51.57,51.66,One year,Mailed check,East,2022-03-15,0
CUST00832,4,64,21.04,73.35,One year,Electronic check,East,2023-12-25,0
CUST00833,15,38,61.04,901.16,Month-to-month,Mailed check,South,2022-05-06,0
CUST00834,23,62,95.76,2192.54,One year,Electronic check,East,2021-01-10,0
CUST00835,15,51,33.42,467.23,One year,Credit card,South,2023-12-04,0
CUST00836,17,26,123.4,2256.52,One year,Bank transfer,South,2023-02-15,0
CUST00837,28,37,44.05,1196.74,One year,Electronic check,West,2021-12-29,0
CUST00838,1,40,67.18,66.38,Two year,Electronic check,North,2022-11-01,1
CUST00839,9,28,34.52,301.48,Month-to-month,Credit card,West,2022-11-02,0
CUST00840,14,28,66.04,920.79,Month-to-month,Credit card,South,2022-08-29,0
CUST00841,27,63,61.66,1773.71,Month-to-month,Credit card,West,2023-11-19,1
CUST00842,14,28,27.76,436.7,One year,Electronic check,East,2023-05-11,0
CUST00843,12,57,135.65,1688.49,Month-to-month,Electronic check,West,2021-10-11,0
CUST00844,7,35,52.62,388.38,Month-to-month,Electronic check,East,2023-12-23,1
CUST00845,18,41,52.64,1028.84,Month-to-month,Credit card,Central,2023-11-20,0
CUST00846,4,49,89.23,361.36,Two year,Credit card,East,2021-02-21,0
CUST00847,1,33,110.36,119.02,Month-to-month,Credit card,West,2021-11-22,0
CUST00848,53,49,93.16,5133.1,One year,Electronic check,West,2022-11-04,0
CUST00849,23,18,34.97,810.1,Month-to-month,Electronic check,North,2023-08-20,0
CUST00850,2,48,70.35,143.16,Two year,Credit card,South,2023-02-24,0
CUST00851,1,18,18.0,16.36,Month-to-month,Credit card,South,2022-09-21,0
CUST00852,24,38,87.54,2131.65,Month-to-month,Bank transfer,South,2021-12-02,1
CUST00853,37,53,24.12,823.55,Two year,Electronic check,South,2021-04-16,0
CUST00854,17,50,44.92,701.58,Two year,Electronic check,South,2023-09-05,0
CUST00855,1,23,64.92,65.55,Month-to-month,Electronic check,East,2022-08-07,1
CUST00856,4,25,76.13,287.56,Month-to-month,Bank transfer,North,2022-05-16,0
CUST00857,1,32,58.48,58.46,One year,Credit card,West,2023-12-10,0
CUST00858,33,44,102.98,3421.86,Two year,Bank transfer,South,2021-06-30,0
CUST00859,3,18,83.08,251.52,Month-to-month,Mailed check,West,2021-10-06,0
CUST00860,43,41,81.12,3330.47,Month-to-month,Credit card,North,2023-07-25,1
CUST00861,32,46,34.26,1145.58,One year,Electronic check,East,2021-11-08,0
CUST00862,14,38,107.48,1498.01,One year,Credit card,North,2023-10-30,0
CUST00863,13,49,44.92,596.84,One year,Credit card,West,2023-07-29,0
CUST00864,2,45,108.44,203.91,One year,Bank transfer,South,2021-04-19,0
CUST00865,6,34,115.55,687.12,Month-to-month,Credit card,Central,2022-05-17,1
CUST00866,2,18,77.82,164.18,Two year,Bank transfer,South,2023-04-04,0
CUST00867,42,43,90.8,3998.59,Two year,Mailed check,East,2022-06-21,0
CUST00868,15,28,18.0,259.24,One year,Mailed check,South,2021-08-24,0
CUST00869,2,33,60.12,116.96,Month-to-month,Credit card,East,2021-02-19,1
CUST00870,41,48,92.55,3606.97,Month-to-month,Bank transfer,East,2021-01-08,0
CUST00871,1,61,88.11,,One year,Electronic check,South,2021-07-15,0
CUST00872,5,41,34.51,160.48,Month-to-month,Credit card,North,2021-10-13,1
CUST00873,43,49,57.66,2462.25,Two year,Electronic check,North,2021-11-27,0
CUST00874,22,21,18.0,408.54,Month-to-month,Bank transfer,North,2023-07-26,0
CUST00875,18,45,75.32,1302.54,One year,Electronic check,Central,2022-07-11,0
CUST00876,48,41,18.0,860.09,Two year,Bank transfer,South,2021-06-04,0
CUST00877,4,59,93.26,368.93,Month-to-month,Mailed check,North,2021-04-02,1
CUST00878,8,34,94.57,796.47,Month-to-month,Mailed check,Central,2021-05-24,0
CUST00879,11,38,53.14,566.67,One year,Bank transfer,North,2021-12-10,0
CUST00880,43,56,78.03,3258.79,One year,Credit card,South,2023-03-21,0
CUST00881,3,40,59.57,171.15,Month-to-month,Mailed check,West,2021-02-24,1
CUST00882,37,26,71.05,2479.33,One year,Credit card,Central,2022-03-21,0
CUST00883,1,77,36.32,37.28,Two year,Mailed check,West,2022-05-06,0
CUST00884,7,26,80.56,560.11,Month-to-month,Electronic check,East,2021-06-12,0
CUST00885,6,41,23.97,144.21,Month-to-month,Electronic check,Central,2021-03-06,1
CUST00886,14,46,19.25,286.68,Month-to-month,Electronic check,North,2021-09-09,0
CUST00887,13,45,61.95,858.99,Month-to-month,Bank transfer,Central,2021-06-16,1
CUST00888,72,39,59.72,3945.91,Month-to-month,Bank transfer,West,2023-05-21,0
CUST00889,11,39,71.81,815.5,Month-to-month,Mailed check,Central,2023-10-01,1
CUST00890,23,38,48.76,1134.13,One year,Mailed check,South,2022-11-14,0
CUST00891,1,26,112.14,,Month-to-month,Credit card,North,2023-04-11,1
CUST00892,34,72,69.02,2385.13,Two year,Bank transfer,West,2023-04-14,0
CUST00893,13,38,70.82,841.19,Month-to-month,Electronic check,East,2023-08-19,0
CUST00894,11,50,69.93,825.49,Month-to-month,Electronic check,East,2021-04-18,0
CUST00895,3,37,90.07,277.17,One year,Mailed check,Central,2023-12-28,0
CUST00896,67,37,79.4,5089.67,Two year,Mailed check,East,2022-05-17,0
CUST00897,23,35,76.05,1697.95,Month-to-month,Credit card,South,2022-08-18,1
CUST00898,7,20,83.4,534.09,Month-to-month,Bank transfer,South,2023-05-23,0
CUST00899,1,39,19.38,19.08,Month-to-month,Credit card,North,2022-06-25,1
CUST00900,42,36,20.33,833.25,Month-to-month,Bank transfer,North,2021-10-19,0
CUST00901,23,58,63.1,,Month-to-month,Mailed check,North,2021-01-21,0
CUST00902,12,25,60.06,748.71,Month-to-month,Bank transfer,West,2021-07-05,0
CUST00903,7,33,79.5,592.03,Month-to-month,Bank transfer,West,2021-04-03,0
CUST00904,31,29,65.5,2027.72,Month-to-month,Bank transfer,East,2022-02-23,0
CUST00905,35,62,79.55,2741.7,Two year,Electronic check,South,2023-05-03,0
CUST00906,12,29,33.86,415.16,One year,Bank transfer,West,2022-01-01,0
CUST00907,19,49,64.73,1228.66,Month-to-month,Mailed check,West,2022-10-17,0
CUST00908,72,55,31.47,2143.24,Month-to-month,Credit card,Central,2021-07-23,0
CUST00909,72,39,74.67,5200.79,Month-to-month,Credit card,East,2022-10-09,0
CUST00910,48,22,18.04,853.09,Month-to-month,Bank transfer,West,2023-11-11,0
CUST00911,15,22,73.71,1119.37,One year,Credit card,East,2021-12-12,1
CUST00912,2,54,28.28,56.59,Two year,Bank transfer,East,2022-06-13,0
CUST00913,41,24,55.41,,Two year,Electronic check,Central,2023-11-21,0
CUST00914,1,47,87.37,80.71,Two year,Bank transfer,South,2022-10-28,1
CUST00915,9,43,70.68,657.28,Two year,Credit card,South,2022-03-14,0
CUST00916,1,47,23.86,23.86,Two year,Electronic check,South,2021-05-13,0
CUST00917,26,48,48.19,1412.86,Month-to-month,Electronic check,East,2023-10-24,1
CUST00918,10,28,27.47,269.38,Month-to-month,Mailed check,East,2022-10-30,0
CUST00919,19,28,22.63,436.92,Month-to-month,Credit card,West,2021-03-04,0
CUST00920,14,52,67.94,1085.71,One year,Bank transfer,South,2022-09-01,0
CUST00921,19,33,79.01,1515.76,Month-to-month,Credit card,North,2023-11-27,1
CUST00922,2,18,76.02,151.53,Two year,Credit card,Central,2023-10-18,0
CUST00923,2,51,80.07,152.24,One year,Bank transfer,South,2021-08-03,0
CUST00924,27,27,64.7,1880.39,Month-to-month,Bank transfer,Central,2022-03-28,0
CUST00925,13,48,58.17,712.38,Month-to-month,Mailed check,North,2023-12-17,0
CUST00926,13,61,38.17,506.81,Month-to-month,Electronic check,East,2023-05-07,0
CUST00927,1,42,54.0,52.72,Month-to-month,Mailed check,East,2022-09-06,1
CUST00928,22,55,31.97,696.68,Two year,Bank transfer,West,2021-11-30,0
CUST00929,19,44,43.87,774.19,One year,Electronic check,North,2023-04-16,0
CUST00930,1,64,67.22,71.73,One year,Electronic check,Central,2022-09-26,0
CUST00931,2,27,62.05,122.38,Month-to-month,Electronic check,East,2022-07-28,1
CUST00932,18,41,141.62,2394.29,Month-to-month,Bank transfer,East,2023-10-13,0
CUST00933,1,51,31.36,33.32,Month-to-month,Credit card,East,2022-02-18,0
CUST00934,7,39,61.87,422.17,One year,Credit card,North,2022-11-16,0
CUST00935,3,58,29.41,89.71,One year,Mailed check,East,2021-02-17,0
CUST00936,16,35,55.31,922.19,Month-to-month,Bank transfer,South,2023-02-18,1
CUST00937,16,70,56.32,922.48,Two year,Credit card,South,2022-08-23,0
CUST00938,20,71,86.12,1533.23,Month-to-month,Bank transfer,East,2023-08-18,0
CUST00939,32,45,53.76,1780.13,Two year,Mailed check,East,2021-12-31,0
CUST00940,11,49,60.22,659.09,Month-to-month,Mailed check,North,2023-10-11,0
CUST00941,1,58,54.24,53.35,Month-to-month,Bank transfer,North,2022-09-23,1
CUST00942,46,25,29.97,1371.1,Two year,Mailed check,North,2021-08-17,0
CUST00943,20,23,48.7,895.59,Month-to-month,Credit card,North,2021-06-25,0
CUST00944,11,59,55.45,615.81,Month-to-month,Credit card,East,2021-08-03,0
CUST00945,20,45,66.85,1245.79,Month-to-month,Electronic check,North,2021-11-27,1
CUST00946,6,38,78.97,467.05,Month-to-month,Bank transfer,Central,2022-08-26,1
CUST00947,10,42,59.14,596.02,One year,Mailed check,North,2023-08-09,0
CUST00948,28,18,58.7,1731.86,Two year,Bank transfer,North,2023-12-27,0
CUST00949,24,39,21.98,505.9,Two year,Mailed check,Central,2023-01-13,0
CUST00950,67,31,78.49,5640.51,Month-to-month,Mailed check,South,2022-06-21,0
CUST00951,8,54,47.6,398.83,Month-to-month,Mailed check,South,2022-11-03,0
CUST00952,20,55,83.68,1637.67,Month-to-month,Electronic check,Central,2021-12-29,1
CUST00953,16,50,97.91,1479.71,Month-to-month,Credit card,Central,2021-09-26,0
CUST00954,1,47,60.3,55.95,Month-to-month,Electronic check,West,2022-08-12,0
CUST00955,6,21,39.42,239.73,Two year,Mailed check,North,2023-06-26,0
CUST00956,71,50,64.58,4416.15,Two year,Electronic check,East,2021-03-12,0
CUST00957,12,50,73.72,937.69,One year,Electronic check,Central,2021-05-02,0
CUST00958,2,59,57.11,110.34,Month-to-month,Mailed check,Central,2021-07-14,0
CUST00959,15,71,50.9,729.12,Month-to-month,Credit card,North,2021-08-18,0
CUST00960,32,18,79.09,2560.44,Month-to-month,Credit card,South,2021-06-13,0
CUST00961,48,36,77.44,3589.61,Month-to-month,Mailed check,South,2021-05-23,0
CUST00962,25,31,56.34,1409.1,Month-to-month,Bank transfer,North,2021-01-31,1
CUST00963,7,44,23.65,173.71,Month-to-month,Credit card,West,2022-01-17,0
CUST00964,26,42,76.41,1998.3,Month-to-month,Electronic check,South,2023-03-02,1
CUST00965,24,38,45.82,1106.33,Two year,Credit card,South,2021-06-21,0
CUST00966,61,56,70.36,4335.98,Month-to-month,Electronic check,North,2021-12-23,1
CUST00967,24,26,68.78,,Two year,Electronic check,East,2023-12-02,0
CUST00968,16,27,18.0,293.64,Month-to-month,Mailed check,North,2021-07-04,0
CUST00969,4,27,67.03,270.26,One year,Electronic check,South,2023-12-18,1
CUST00970,18,36,77.86,1464.05,Month-to-month,Credit card,North,2022-07-15,1
CUST00971,7,24,80.93,583.67,Month-to-month,Credit card,Central,2023-03-04,1
CUST00972,3,41,67.93,201.73,Month-to-month,Mailed check,North,2021-12-21,0
CUST00973,55,39,18.0,1041.1,Month-to-month,Credit card,East,2021-12-22,0
CUST00974,11,30,96.93,1050.63,Two year,Credit card,North,2022-03-07,0
CUST00975,38,54,75.28,2895.99,Month-to-month,Credit card,North,2021-05-21,0
CUST00976,36,41,34.92,1237.56,One year,Credit card,North,2021-12-12,0
CUST00977,10,56,45.31,463.56,Month-to-month,Bank transfer,North,2023-09-07,0
CUST00978,9,39,70.78,625.03,Month-to-month,Electronic check,North,2021-01-05,1
CUST00979,28,41,81.99,2484.84,Month-to-month,Credit card,East,2022-09-19,0
CUST00980,1,34,52.8,58.13,Month-to-month,Bank transfer,West,2023-01-24,0
CUST00981,31,41,85.64,2770.85,Two year,Credit card,North,2021-06-04,0
CUST00982,6,51,20.18,130.41,Two year,Credit card,South,2021-05-02,0
CUST00983,4,36,38.94,143.77,One year,Electronic check,East,2022-08-28,1
CUST00984,5,49,18.0,83.6,Month-to-month,Mailed check,North,2021-08-28,0
CUST00985,44,30,42.56,1842.53,Month-to-month,Electronic check,South,2023-12-07,0
CUST00986,53,52,102.7,5454.32,Two year,Electronic check,North,2021-07-28,0
CUST00987,11,33,116.45,1268.26,Month-to-month,Credit card,North,2021-05-24,1
CUST00988,25,53,70.86,1626.05,Month-to-month,Credit card,East,2021-12-29,1
CUST00989,72,42,49.04,3734.19,Month-to-month,Credit card,Central,2021-12-30,0
CUST00990,4,63,59.46,263.46,One year,Credit card,Central,2021-06-25,0
CUST00991,18,25,76.83,1471.52,One year,Bank transfer,Central,2022-12-30,0
CUST00992,5,21,25.93,136.69,One year,Bank transfer,South,2022-01-15,0
CUST00993,64,33,50.69,3280.84,One year,Credit card,North,2022-08-01,0
CUST00994,1,22,100.87,96.62,Month-to-month,Bank transfer,South,2021-09-24,1
CUST00995,1,22,38.86,39.0,Two year,Bank transfer,North,2021-04-16,0
CUST00996,11,50,46.27,562.55,Month-to-month,Electronic check,North,2021-03-09,1
CUST00997,2,41,65.33,128.36,One year,Bank transfer,North,2021-02-27,0
CUST00998,8,35,72.08,563.52,Month-to-month,Credit card,East,2023-08-12,0
CUST00999,38,36,49.37,1979.93,Two year,Bank transfer,South,2021-10-17,0
CUST01000,9,33,66.92,637.62,Month-to-month,Mailed check,North,2021-12-01,0
CUST01001,1,65,80.2,76.8,Month-to-month,Electronic check,West,2022-09-27,1
CUST01002,72,31,114.04,8103.53,Month-to-month,Electronic check,South,2021-04-15,0
CUST01003,3,23,61.84,180.86,Month-to-month,Bank transfer,Central,2022-10-20,0
CUST01004,17,53,63.97,1091.28,Month-to-month,Bank transfer,North,2022-07-26,0
CUST01005,17,38,103.19,1851.04,One year,Credit card,East,2023-05-17,0
CUST01006,10,70,51.27,492.09,Month-to-month,Credit card,North,2021-05-15,0
CUST01007,1,34,31.89,33.63,Two year,Mailed check,East,2021-01-19,0
CUST01008,13,53,71.26,931.09,Month-to-month,Credit card,North,2023-04-27,0
CUST01009,7,57,91.9,718.12,One year,Bank transfer,North,2022-02-10,0
CUST01010,26,34,74.03,1955.46,Month-to-month,Mailed check,East,2021-03-09,1
CUST01011,1,31,62.57,62.27,One year,Credit card,South,2022-09-02,0
CUST01012,31,52,28.79,918.14,One year,Electronic check,North,2022-05-24,0
CUST01013,25,50,63.54,1561.72,Month-to-month,Bank transfer,Central,2023-11-08,0
CUST01014,25,22,95.83,2180.7,Two year,Credit card,North,2023-10-31,1
CUST01015,25,26,34.15,843.48,Month-to-month,Bank transfer,East,2022-08-14,0
CUST01016,64,18,58.88,3720.03,Month-to-month,Credit card,East,2021-06-24,0
CUST01017,2,50,55.31,101.81,One year,Electronic check,South,2023-03-30,0
CUST01018,1,38,47.56,47.39,Two year,Bank transfer,East,2021-08-09,1
CUST01019,1,39,71.2,63.84,Month-to-month,Credit card,North,2023-07-07,0
CUST01020,17,18,76.08,1270.88,Month-to-month,Bank transfer,West,2022-10-20,0
CUST01021,2,26,75.82,153.49,Two year,Credit card,North,2022-01-24,0
CUST01022,17,35,40.58,693.21,One year,Mailed check,North,2023-12-09,0
