MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.8225,39.0,6.7012,1.1974,887.0,3.1864,35.8,-119.13,1.8053
2.6622,46.0,5.2262,1.0631,317.0,3.2302,33.07,-117.56,2.644
4.8653,44.0,8.375,1.3942,972.0,3.4305,38.21,-116.24,2.7772
1.3425,17.0,3.9917,1.0616,959.0,2.5877,37.69,-114.72,1.0222
5.192,17.0,7.3078,1.1646,525.0,3.1934,41.22,-124.27,2.8498
4.1982,3.0,7.0696,1.068,1208.0,2.5484,37.42,-120.32,3.1398
8.3988,14.0,4.906,0.8565,1228.0,4.4985,39.43,-122.51,3.8707
3.3933,30.0,4.9259,1.0693,1629.0,2.4919,38.81,-122.78,2.7308
1.4201,14.0,4.2944,1.213,442.0,2.8816,39.15,-122.83,0.9043
3.4177,38.0,4.3082,1.1903,467.0,2.4693,35.48,-117.2,2.022
3.6972,3.0,5.3993,1.056,2178.0,2.3598,36.45,-123.79,2.9455
6.258,22.0,5.4248,0.8815,544.0,1.8791,33.64,-115.93,3.9588
1.4174,15.0,3.4772,1.1967,1483.0,3.5377,38.68,-116.77,0.3243
0.875,26.0,8.1522,1.1629,1028.0,2.4617,35.37,-120.21,1.0121
3.4644,2.0,5.0886,1.2265,658.0,2.3623,37.71,-120.05,2.6872
8.6188,22.0,5.4787,1.0589,3021.0,2.2295,41.25,-117.52,4.19
4.5904,41.0,4.6485,0.8473,1242.0,3.2435,38.99,-124.19,2.8301
4.7582,44.0,5.0796,1.1801,745.0,3.0173,35.04,-120.43,2.8028
1.0595,14.0,4.9705,1.0986,256.0,3.021,37.39,-122.5,1.0482
3.0988,22.0,5.3965,1.3088,1899.0,2.3909,38.22,-122.49,2.7097
6.3305,36.0,5.3825,1.1043,540.0,3.3482,40.58,-118.79,2.9512
3.7255,24.0,6.3658,1.0932,2848.0,2.4701,40.04,-121.84,2.2988
0.8234,28.0,5.6727,1.1626,1140.0,3.0561,35.49,-120.55,1.4467
3.0579,18.0,6.2451,1.0105,5700.0,2.8882,41.24,-117.13,1.3281
4.3905,43.0,5.3882,1.0032,958.0,1.6492,33.9,-118.09,2.8932
2.8394,33.0,5.6775,1.0853,521.0,4.623,35.12,-121.0,1.9108
1.5563,49.0,5.1104,0.9619,1261.0,3.4598,32.82,-123.8,2.2359
5.1326,40.0,6.6037,1.0656,720.0,3.1442,35.46,-124.03,2.9129
2.2373,19.0,5.7871,1.3909,135.0,3.2704,36.43,-119.42,1.4584
3.9559,17.0,5.2103,1.2564,2241.0,4.6419,34.79,-120.08,2.25
3.0039,5.0,5.1745,1.1462,1511.0,3.9095,32.62,-116.34,1.148
2.1775,32.0,5.2689,1.3328,611.0,3.279,32.6,-123.48,2.5853
9.2035,39.0,5.4365,0.9763,437.0,2.4334,41.28,-115.8,4.3778
2.0062,19.0,5.3324,1.4736,488.0,2.5596,39.48,-122.17,1.9755
3.1739,2.0,4.7294,1.0309,1212.0,1.5574,39.13,-120.79,2.8459
2.9975,43.0,6.3179,1.4006,4201.0,2.7054,39.96,-115.7,1.972
3.408,12.0,6.3937,1.3999,1015.0,3.5295,39.09,-115.92,1.4481
8.7947,30.0,7.5406,0.837,241.0,3.5069,33.08,-119.15,5.0
4.3941,3.0,4.6756,1.3201,535.0,3.4929,41.29,-123.48,2.0574
2.1626,4.0,6.1997,1.0574,1326.0,2.5877,36.57,-118.4,1.8545
7.1819,46.0,3.109,1.0148,625.0,3.4408,36.81,-116.68,3.4522
4.8791,35.0,6.3949,1.1787,366.0,3.6593,40.92,-121.68,2.7288
2.1929,1.0,3.6521,0.9488,1042.0,1.2184,34.44,-122.47,3.0514
6.5227,6.0,4.2188,1.1753,533.0,3.2435,35.47,-119.33,3.0365
1.0496,26.0,5.7987,0.9589,1384.0,4.6648,40.62,-116.81,1.2368
1.2989,35.0,4.6542,1.1266,1412.0,2.7668,37.44,-119.25,1.1344
0.7744,22.0,4.49,1.3003,1743.0,1.0,36.49,-121.91,1.395
0.5,45.0,4.8182,1.158,1962.0,2.3499,41.57,-115.61,0.15
6.2405,34.0,6.2756,1.046,596.0,1.5484,40.94,-115.58,3.7764
3.4363,32.0,4.2805,1.1812,2213.0,2.4925,40.93,-117.72,2.1738
0.8413,15.0,5.335,0.889,878.0,2.0207,34.52,-123.56,1.1978
2.9452,35.0,4.9456,0.9742,178.0,3.7447,40.52,-121.98,2.3013
5.2988,45.0,6.3839,1.0355,2039.0,3.6228,38.74,-118.11,2.8631
1.7531,3.0,6.4175,1.218,2991.0,3.2744,39.07,-116.49,0.5793
2.4181,38.0,3.1977,1.1609,994.0,3.981,32.95,-119.56,2.0654
9.4657,45.0,6.6541,1.1803,2298.0,2.5477,37.78,-121.26,5.0
2.575,23.0,4.6671,1.0959,1054.0,3.0588,34.58,-115.45,1.7514
0.9043,40.0,5.6836,0.9818,729.0,4.7555,41.31,-120.49,1.0621
2.0685,19.0,4.2733,1.3232,1067.0,3.4682,37.84,-115.14,0.998
0.7899,10.0,5.8454,0.9953,1157.0,3.4662,38.37,-118.98,0.3583
4.624,42.0,8.4616,1.1629,1330.0,2.386,34.81,-118.16,2.448
1.57,16.0,5.5526,1.0832,914.0,2.6667,36.5,-123.05,1.2796
1.5317,39.0,4.8482,1.1844,1978.0,2.1976,37.53,-121.62,1.9298
9.987,17.0,5.1214,1.0092,1678.0,4.3447,40.21,-114.55,4.0869
1.1853,21.0,3.6372,1.2579,487.0,1.7534,38.31,-117.11,0.6481
1.0134,35.0,7.1388,1.3067,776.0,3.7313,33.57,-119.53,1.705
1.3539,18.0,5.7755,1.2487,1903.0,3.4649,36.78,-119.09,0.8321
5.4029,42.0,4.1413,1.1236,1035.0,1.7173,35.31,-123.42,3.7672
4.2438,2.0,4.1804,1.0347,628.0,3.9139,37.62,-116.47,1.7258
2.049,1.0,5.4183,1.5233,1008.0,2.793,36.96,-123.59,1.2619
1.914,5.0,6.5184,0.9513,300.0,1.9433,32.71,-120.43,1.4926
4.0368,14.0,4.0188,1.2322,2720.0,3.2916,34.47,-120.19,2.4546
3.5234,3.0,6.7361,1.1499,1188.0,2.342,38.77,-118.27,1.4938
2.6928,20.0,5.29,1.0906,719.0,2.8361,37.67,-120.14,2.0497
4.3382,2.0,4.2837,1.1278,285.0,2.5954,33.01,-114.69,2.5043
1.2818,39.0,4.8388,1.0235,3643.0,2.2967,38.18,-116.32,0.8997
1.5907,8.0,7.4983,1.1641,259.0,2.0493,37.28,-114.71,0.15
4.4844,50.0,3.7341,1.1475,1555.0,3.6375,33.93,-119.11,3.1744
3.7138,44.0,4.5217,1.5016,918.0,3.2599,32.52,-121.28,3.3963
3.0867,36.0,6.5431,1.2606,1008.0,3.2085,35.69,-114.49,2.2157
9.7732,41.0,5.6597,1.1774,1103.0,2.7086,39.91,-123.49,4.8659
4.9558,40.0,4.4505,1.1863,746.0,3.041,33.76,-115.03,3.5537
2.0942,44.0,6.5578,1.3759,1164.0,2.4112,41.47,-123.34,2.2752
1.6996,29.0,6.6148,0.9544,1298.0,2.3974,37.65,-116.23,1.5309
3.8299,32.0,5.7977,1.0726,1818.0,4.3682,39.7,-116.5,1.74
6.2285,24.0,4.6651,0.8139,1681.0,3.7076,41.78,-117.7,2.8947
0.6832,32.0,4.85,1.1838,494.0,2.5508,35.0,-116.47,1.5264
3.6505,20.0,5.7416,1.2272,585.0,1.8031,38.04,-123.42,3.1047
2.3897,7.0,3.8257,0.9507,2218.0,1.6391,35.74,-120.56,1.8014
3.4356,48.0,6.9933,1.3153,824.0,2.4927,33.3,-120.94,3.252
0.9518,36.0,7.4403,0.9922,1490.0,3.0862,40.04,-114.48,0.2494
6.2257,36.0,5.1169,1.0486,2542.0,3.0947,32.61,-119.57,4.1063
7.2775,15.0,5.8273,1.1179,1215.0,3.1187,40.75,-123.8,4.0463
4.6715,40.0,6.823,1.3391,475.0,3.2674,40.05,-121.71,3.1091
8.1832,27.0,7.7467,0.9713,483.0,2.1693,38.56,-115.86,3.8796
2.3057,4.0,7.2684,1.1437,914.0,4.2062,38.12,-115.38,1.0541
3.5939,49.0,3.3174,1.2162,917.0,2.8421,40.53,-115.03,2.7505
4.7157,51.0,5.0213,1.1853,411.0,3.2359,33.03,-122.86,3.7343
3.863,45.0,6.0008,1.1908,557.0,2.475,39.5,-117.42,3.3323
2.5204,25.0,4.8069,1.2142,1696.0,3.2492,34.21,-120.28,2.6513
2.7131,12.0,7.5393,1.0168,2245.0,4.6616,32.69,-116.95,1.4135
6.8764,1.0,7.3553,1.3532,844.0,2.2085,35.47,-116.06,3.0721
2.9815,38.0,4.4209,1.0833,100.0,2.1075,35.61,-121.69,2.1321
6.0086,46.0,5.2051,1.0634,1600.0,2.3084,34.33,-119.3,4.1337
2.8765,6.0,4.5005,1.3021,217.0,2.7335,39.25,-121.03,2.2639
5.9863,35.0,5.1658,1.0054,320.0,2.5829,37.81,-119.74,3.7508
3.2014,2.0,5.1295,1.148,991.0,2.1675,41.24,-121.39,1.9297
4.4691,40.0,6.5451,0.9916,2631.0,2.9603,39.74,-120.9,3.1077
1.8614,2.0,4.3338,1.4779,1879.0,4.2489,40.35,-121.58,1.6033
3.5887,50.0,2.2599,1.4463,1745.0,2.8801,41.07,-121.32,3.1629
1.8819,9.0,3.4745,1.0835,1000.0,2.9228,40.16,-118.52,0.5988
2.2654,21.0,4.166,1.178,378.0,3.2744,33.62,-118.3,2.0127
2.3983,36.0,4.6132,1.1008,2372.0,3.5181,34.26,-115.09,1.5863
2.6809,44.0,5.6246,1.0477,390.0,4.0986,36.32,-120.39,1.8411
5.5621,19.0,4.1042,1.1179,1462.0,3.192,35.65,-117.73,2.21
2.2033,51.0,3.9467,1.0939,1275.0,2.9979,40.91,-114.65,1.4493
3.3491,1.0,4.2847,0.8719,344.0,2.2068,37.48,-119.64,1.1659
5.9982,25.0,4.0612,1.1395,210.0,3.592,40.82,-116.51,2.448
4.4098,51.0,4.7346,1.0937,1743.0,2.3244,36.18,-114.6,2.3936
0.6967,14.0,4.6833,1.1468,1143.0,2.2996,41.11,-116.4,0.8154
0.9295,28.0,6.2269,1.0884,2362.0,3.1545,33.18,-123.49,1.7896
3.91,23.0,4.2126,1.0459,1413.0,4.2332,36.73,-122.37,1.6921
2.124,21.0,4.9709,1.2312,1289.0,3.5812,41.06,-121.35,2.5658
0.8202,40.0,4.746,1.18,140.0,2.97,36.77,-117.44,0.8029
2.0134,27.0,6.3707,1.3094,1260.0,2.2147,39.46,-117.59,0.9996
4.0054,37.0,5.2149,1.1742,1052.0,4.2177,35.93,-122.93,2.7018
2.3795,27.0,6.6608,1.0704,1427.0,2.9547,40.38,-119.81,1.5118
3.137,51.0,4.0172,1.1925,1053.0,2.7678,38.5,-120.08,2.2103
2.5322,24.0,5.3408,0.8029,1031.0,3.4441,40.21,-117.4,1.5784
1.8123,41.0,4.7089,1.4156,982.0,2.6416,37.6,-121.69,1.6158
3.543,32.0,3.9287,1.1412,657.0,2.3976,38.56,-121.92,2.3875
0.7441,41.0,5.319,1.4277,1727.0,2.4743,37.52,-118.33,1.5527
1.6443,46.0,7.4795,0.9696,5470.0,2.4722,37.89,-123.47,1.9646
4.944,12.0,4.3765,0.9324,366.0,2.0981,39.05,-117.61,2.7082
0.9552,16.0,5.2471,1.1549,507.0,2.0089,33.65,-119.91,1.2141
3.032,16.0,3.8253,1.1544,1722.0,3.7776,39.8,-118.94,1.5289
2.2488,25.0,3.6489,1.1507,892.0,3.5351,35.87,-116.28,1.0174
2.0984,26.0,4.4553,1.1279,757.0,2.3418,32.62,-122.49,2.0459
5.2423,1.0,4.86,1.0058,211.0,3.7107,38.61,-122.2,2.51
5.8909,46.0,4.9133,0.8772,535.0,3.2475,38.33,-115.29,2.8943
1.3513,44.0,5.1288,1.1425,459.0,2.741,39.4,-116.89,1.6503
2.6961,31.0,3.422,0.9076,224.0,2.0193,41.98,-121.67,2.3726
0.5702,16.0,4.6489,0.8934,2154.0,3.2732,36.88,-117.09,0.15
5.0581,43.0,6.0021,1.0429,1217.0,4.4923,41.75,-119.73,3.1901
2.926,14.0,3.7701,1.1646,5127.0,3.0117,37.99,-118.13,1.745
0.8994,16.0,4.9738,1.3982,1315.0,3.7989,35.9,-116.43,1.0
1.7055,51.0,5.7514,1.2469,397.0,2.8306,38.94,-123.85,1.8589
1.2564,48.0,4.4613,1.315,1407.0,3.7375,34.37,-118.19,1.1094
1.632,30.0,5.8098,1.198,1629.0,2.8798,41.68,-120.92,1.1663
0.6246,9.0,3.5746,1.155,703.0,1.0757,36.69,-119.14,1.378
6.8315,7.0,6.4661,1.4759,1593.0,2.4226,32.6,-120.66,3.5496
1.3926,50.0,5.839,0.9016,1565.0,3.1058,38.73,-114.89,0.8298
3.0272,14.0,5.4668,1.038,565.0,3.8661,33.64,-118.33,1.8173
3.9818,35.0,6.7498,1.0497,1807.0,2.8772,33.34,-115.83,2.3111
5.8961,19.0,5.0048,1.234,1364.0,3.0239,32.72,-121.73,3.9375
3.098,26.0,4.6586,0.9532,1132.0,2.5302,40.89,-120.65,2.4406
2.5052,51.0,7.0471,1.2145,1220.0,4.2487,32.82,-116.43,2.3126
3.186,31.0,7.6089,1.1869,393.0,4.2006,37.6,-121.96,1.9173
1.3452,22.0,4.5679,1.222,2787.0,2.459,37.15,-114.3,1.1525
1.4334,22.0,5.2635,1.2193,882.0,1.7869,41.15,-117.7,1.8275
2.4646,12.0,6.6541,1.3307,813.0,1.5542,41.16,-115.33,1.0772
0.5,29.0,5.3062,1.0926,1447.0,3.4827,41.25,-123.25,1.4326
1.8412,30.0,6.1135,1.1795,4639.0,3.1082,36.3,-120.16,1.9721
2.1508,5.0,6.3365,0.9895,1860.0,2.3746,37.0,-120.94,1.597
8.9333,21.0,4.7252,0.9553,893.0,3.2175,40.34,-114.59,4.1741
6.3695,33.0,5.9031,1.3647,1434.0,2.0157,33.64,-122.85,4.4117
3.9725,3.0,5.3926,0.9782,1427.0,3.6359,33.59,-116.82,1.9251
5.1375,50.0,3.9398,1.1962,1126.0,2.6942,41.26,-117.99,2.3611
1.4238,44.0,4.2124,1.1797,410.0,2.1348,32.78,-115.79,2.2073
3.2435,33.0,4.6171,1.2762,1900.0,2.7064,36.14,-114.53,1.5089
4.7451,1.0,6.5142,0.8513,770.0,2.6788,34.35,-116.24,2.3508
1.434,27.0,6.5536,1.2337,606.0,3.292,33.3,-121.78,1.7831
0.9319,46.0,6.2999,1.0913,836.0,3.9328,41.75,-115.96,1.079
3.7055,2.0,5.9281,1.01,2256.0,3.8913,34.08,-119.03,1.9404
1.0249,41.0,5.8954,1.0624,756.0,3.1277,36.6,-117.77,0.8178
4.2084,43.0,5.7331,1.2555,1040.0,2.8502,34.93,-121.5,3.2041
5.8339,4.0,5.8891,1.2097,3892.0,2.5451,37.17,-116.14,2.6176
1.4703,12.0,5.9704,1.0808,796.0,1.5856,39.79,-119.86,0.8636
1.5602,37.0,3.7147,0.9291,1011.0,2.9846,38.77,-116.22,1.364
5.7283,47.0,4.4517,0.9397,1113.0,2.3192,37.93,-120.03,3.6315
3.1093,40.0,4.1653,1.213,790.0,3.9747,37.35,-118.13,1.7831
5.262,27.0,6.7286,0.9083,1001.0,2.8394,33.75,-123.27,3.7979
2.5283,31.0,7.3849,1.0823,1215.0,3.5977,36.32,-123.38,1.8938
2.6622,27.0,2.7971,1.5022,760.0,2.614,41.1,-114.77,1.9016
3.0552,30.0,7.2778,1.1689,198.0,2.4596,40.29,-117.04,1.4198
7.8487,40.0,5.5041,1.2113,303.0,3.4838,33.12,-122.57,5.0
5.0082,3.0,6.6153,0.9408,1082.0,3.2221,40.48,-118.32,1.9688
1.796,11.0,6.0078,0.9159,3056.0,3.2578,40.37,-116.49,0.445
3.4001,4.0,7.1285,1.2194,880.0,2.925,40.12,-118.31,1.4039
2.4062,41.0,5.6517,1.0576,1346.0,3.6315,40.24,-119.82,1.4486
2.0983,38.0,3.7639,1.276,2371.0,3.5158,41.84,-115.95,1.128
4.1335,3.0,5.2732,1.1215,1578.0,1.2585,33.02,-123.79,2.7509
3.6092,6.0,6.0188,1.6335,1106.0,2.794,36.15,-117.97,2.1428
1.4837,14.0,5.1408,1.0292,1014.0,3.8118,41.7,-119.57,0.5175
3.0603,13.0,6.1893,1.1584,641.0,2.1844,37.75,-117.82,0.9472
2.0518,27.0,5.3212,0.9809,1864.0,1.6461,38.98,-121.4,1.8226
3.9677,26.0,4.6854,1.2698,2276.0,2.889,35.94,-122.68,3.2547
1.9862,19.0,4.0968,1.1811,100.0,3.4166,34.51,-114.56,0.7592
2.6734,9.0,4.9298,0.9708,1874.0,2.6316,41.8,-115.66,1.1198
2.1401,34.0,5.6455,1.0674,1646.0,4.0344,35.94,-115.21,1.1733
0.7199,41.0,3.0487,1.3208,834.0,4.4749,37.83,-116.61,1.2246
7.6132,33.0,4.4639,1.3028,643.0,1.4599,34.82,-123.65,4.238
3.0378,42.0,3.004,0.9028,1499.0,2.6928,41.69,-118.02,1.5779
7.7741,47.0,4.6595,1.0451,301.0,1.1745,34.95,-120.49,4.7732
3.1304,43.0,6.8368,1.3882,856.0,3.5288,41.18,-120.96,2.4392
4.6109,34.0,3.9767,1.0899,1343.0,2.4561,35.27,-121.81,3.126
1.8854,3.0,6.2438,1.1425,2591.0,2.6194,41.5,-122.49,1.088
1.9204,18.0,8.8186,1.269,3279.0,3.9185,35.99,-122.91,1.3136
2.9249,22.0,7.1442,0.9152,449.0,1.9373,40.78,-123.09,2.6387
7.7319,37.0,5.5602,0.974,1423.0,1.7364,38.2,-117.18,4.1853
1.5242,44.0,6.4301,1.0664,1109.0,1.178,33.58,-115.0,2.4031
0.5681,33.0,3.7564,1.2957,1709.0,4.0164,35.31,-120.5,0.9883
5.6467,19.0,3.5119,1.268,984.0,3.8306,39.73,-123.24,3.365
4.79,41.0,5.4344,1.223,1776.0,2.7649,38.84,-122.09,3.2004
2.2274,36.0,5.8783,1.0941,1322.0,1.9798,35.88,-116.83,1.5049
9.5657,41.0,6.7133,1.2844,703.0,3.6673,34.36,-120.81,5.0
9.8154,31.0,4.7175,1.0921,1788.0,5.2037,40.37,-117.67,4.002
0.6743,33.0,5.6321,1.2017,1002.0,2.8114,38.41,-122.24,1.8104
1.8529,18.0,5.5909,1.2518,1170.0,2.0377,38.98,-116.73,1.6532
2.9107,21.0,5.2423,1.3695,525.0,3.9934,37.05,-117.75,1.3779
3.8986,15.0,5.313,1.1066,906.0,2.094,35.83,-122.08,2.4448
3.5301,14.0,4.3744,1.0606,2557.0,2.7067,36.13,-114.98,1.8784
3.0301,34.0,5.7356,1.3093,723.0,1.0,32.8,-119.07,2.5849
1.3495,20.0,5.6341,1.3208,3291.0,2.7574,41.47,-122.1,1.8675
4.214,7.0,4.872,1.0335,1203.0,1.9774,35.98,-118.63,1.9661
4.3666,2.0,6.1989,0.9492,1372.0,4.0071,37.09,-120.15,1.755
5.4028,44.0,6.6334,1.2979,616.0,2.2191,35.89,-115.13,3.0065
1.2027,23.0,6.2129,0.8687,1868.0,3.6238,35.87,-121.2,1.5252
2.6029,30.0,4.1491,0.8611,280.0,2.916,39.01,-115.44,1.9539
2.1505,47.0,5.5196,1.0748,925.0,3.1003,38.87,-116.88,1.6524
1.1845,6.0,4.3063,1.1154,619.0,3.4178,40.2,-117.5,0.4211
2.5745,48.0,5.5159,0.941,337.0,2.9572,33.18,-122.46,2.7086
1.4034,36.0,4.311,1.1333,1707.0,2.4818,40.8,-123.44,1.4061
1.0292,33.0,6.9326,1.14,955.0,2.3504,41.59,-115.66,0.3075
4.8287,22.0,6.34,1.0279,1168.0,3.4072,41.9,-118.59,2.1096
2.2189,37.0,6.7836,1.405,644.0,1.4786,33.72,-114.65,2.4685
1.7871,11.0,6.6621,1.1645,1964.0,4.3425,37.12,-119.14,0.7697
6.2274,16.0,5.0753,1.2693,1314.0,3.1055,41.42,-118.39,2.8352
4.4495,50.0,4.8893,0.8816,2873.0,2.7301,39.71,-114.33,3.0445
0.5108,15.0,7.4901,0.8803,676.0,3.2129,33.07,-117.14,0.725
3.9151,37.0,5.2019,1.169,673.0,2.5246,40.77,-120.7,2.4105
3.9032,48.0,3.7745,1.3782,1593.0,2.8576,40.47,-116.02,2.478
2.5006,31.0,6.609,0.9485,3069.0,2.0946,39.91,-121.35,1.8911
2.4352,16.0,5.5725,1.1215,758.0,3.3001,36.41,-119.05,1.0803
0.7979,44.0,7.2071,0.9147,105.0,2.9372,38.51,-121.92,2.0089
9.4997,43.0,5.6916,0.9922,387.0,3.15,39.3,-114.35,4.272
2.5676,28.0,5.376,1.129,2557.0,4.1865,36.27,-114.95,1.1375
3.7794,6.0,7.2313,1.0261,894.0,2.3566,39.95,-115.56,2.1041
2.6667,23.0,3.5538,0.9042,3503.0,2.8969,35.1,-120.29,1.9154
1.8092,23.0,4.6976,0.9008,446.0,1.6789,34.24,-117.01,1.3973
5.0628,10.0,4.3352,0.8171,1601.0,3.44,40.66,-121.69,3.3415
3.3323,21.0,2.7659,1.1715,1625.0,2.986,35.72,-120.4,1.881
2.5826,8.0,6.4478,1.1896,302.0,3.0139,33.04,-116.25,1.7716
3.7533,36.0,4.7311,1.1889,309.0,2.8741,40.41,-123.74,2.7248
2.8377,23.0,6.4864,0.9636,920.0,2.5374,40.09,-123.8,2.8738
8.0961,38.0,5.8669,1.2509,1702.0,4.9968,40.12,-117.69,3.5808
4.9562,24.0,6.1286,1.206,1458.0,3.0306,35.74,-116.55,2.2158
4.1521,37.0,4.8535,1.1011,983.0,3.2372,38.23,-120.46,2.8736
0.8846,38.0,4.4829,1.0765,956.0,2.0885,32.63,-117.55,2.3348
4.2443,9.0,5.5077,1.0026,149.0,3.7081,32.52,-115.27,2.4921
4.1775,23.0,6.503,1.1288,545.0,2.9012,34.96,-123.3,2.5255
1.423,39.0,5.3395,1.3426,248.0,3.3567,37.49,-115.99,1.3059
0.8669,31.0,4.5577,1.2707,1436.0,3.7219,38.2,-118.48,0.15
4.8299,12.0,3.9612,1.0616,389.0,2.9169,33.77,-120.08,2.999
5.21,43.0,5.645,1.1808,2530.0,2.4584,40.74,-123.78,2.7095
1.9277,11.0,4.7351,0.9348,1167.0,1.1378,41.62,-120.46,1.6397
1.8647,51.0,5.3139,1.2095,529.0,2.6903,33.63,-116.36,1.9184
3.2946,37.0,5.1135,0.9754,2261.0,2.4541,40.33,-118.88,1.1388
2.2138,17.0,4.8667,1.2035,353.0,2.0856,38.34,-122.54,1.881
0.8503,10.0,5.7526,1.5454,361.0,4.1625,37.27,-121.98,1.0841
1.4104,46.0,6.0654,1.0145,512.0,3.7862,37.15,-115.82,1.1301
3.6908,27.0,7.7583,1.5384,2270.0,1.5361,39.62,-119.97,1.764
1.4731,42.0,6.3096,1.1736,3524.0,3.123,34.48,-123.35,2.6233
5.3735,43.0,7.3124,0.9876,249.0,2.3462,38.29,-114.57,3.7312
4.1347,4.0,4.4177,0.9807,6000.0,3.2934,34.98,-121.77,2.419
3.7868,35.0,3.4789,1.4547,1742.0,2.3603,33.31,-116.34,2.602
3.2493,18.0,5.3827,1.1739,781.0,2.5688,37.75,-124.17,2.0837
1.7492,47.0,6.4296,1.0151,1632.0,3.7704,35.05,-121.73,1.9134
4.4976,12.0,6.2414,1.0695,2302.0,3.6555,39.56,-120.93,2.541
1.7122,2.0,6.8537,1.1646,539.0,4.2076,38.68,-115.71,0.9015
5.5597,34.0,2.3561,1.0987,2311.0,2.8264,34.63,-116.82,3.0237
7.3383,29.0,6.9036,1.1519,1107.0,1.8355,40.68,-121.22,3.9345
3.3193,29.0,5.8026,1.366,244.0,3.737,35.8,-116.43,1.5096
6.756,14.0,3.5472,0.9308,1729.0,3.7417,39.24,-116.2,2.9171
1.4258,26.0,6.2682,1.1967,2963.0,3.5026,35.04,-119.18,1.1744
4.1642,50.0,5.6034,1.0891,1508.0,2.405,34.37,-119.22,2.5545
2.9792,39.0,5.8575,1.0251,432.0,2.1434,40.67,-119.2,1.9349
4.8818,51.0,6.5989,1.2608,1525.0,3.4288,41.23,-122.63,3.1674
0.5401,17.0,5.9163,0.8808,1346.0,2.2911,35.84,-116.17,0.5352
4.7019,45.0,3.6326,0.8,1624.0,2.7536,35.49,-117.15,3.1654
1.874,20.0,5.2284,1.1337,227.0,5.3252,39.17,-115.81,1.2641
3.0783,48.0,3.4588,1.0793,261.0,4.7032,34.66,-116.14,1.878
9.4019,45.0,6.1789,0.8971,708.0,3.6342,40.71,-116.45,5.0
4.253,9.0,7.0776,0.8434,2017.0,2.4702,32.58,-116.5,2.9727
3.9043,50.0,3.9103,1.3896,1807.0,2.4221,33.85,-114.86,3.0016
3.7033,31.0,4.5942,1.1695,2177.0,3.5726,33.65,-118.25,2.3165
5.9196,40.0,4.3412,1.1029,1646.0,4.1976,35.52,-116.02,2.7851
4.9863,30.0,4.8553,1.4293,1920.0,2.5907,40.73,-116.29,2.7959
3.7298,12.0,5.8949,1.2533,1340.0,2.6346,38.58,-121.6,2.2031
3.4376,51.0,4.8683,1.3654,988.0,3.0702,33.52,-118.64,2.1617
3.2901,6.0,6.183,0.923,1766.0,1.8888,33.25,-117.0,2.1609
2.8707,42.0,6.6785,0.9174,393.0,1.9133,35.24,-123.27,2.8159
1.1864,11.0,6.7221,1.1926,497.0,2.0592,38.39,-118.99,0.15
4.1955,41.0,4.0582,1.1622,353.0,3.4368,38.14,-124.27,3.2108
2.0119,22.0,7.0631,1.2874,1270.0,3.2176,33.59,-121.9,2.3686
2.6404,13.0,7.1593,0.8554,399.0,3.9096,39.73,-119.44,1.2397
5.1969,13.0,7.2632,1.2055,100.0,1.6102,38.51,-121.23,3.2431
2.9162,17.0,5.2106,1.2484,297.0,1.7865,41.84,-116.59,2.1014
2.7658,46.0,4.4978,1.2404,2966.0,3.3646,37.75,-117.93,1.8106
3.3259,40.0,4.2189,1.039,1279.0,2.3024,35.61,-121.62,2.8479
2.4136,35.0,4.0779,1.1778,2258.0,2.3605,33.63,-124.13,2.859
9.2805,33.0,5.414,0.9837,254.0,3.8102,41.23,-121.75,4.7919
8.5202,22.0,6.4174,1.0561,1591.0,2.5576,32.86,-119.11,4.1984
8.3864,46.0,6.9679,0.9436,363.0,2.6513,35.81,-116.68,4.2817
3.7112,14.0,4.8173,0.9862,1558.0,2.7999,37.54,-118.27,1.1886
1.9205,49.0,5.3536,1.0639,2177.0,2.8485,37.91,-123.74,2.1304
5.2838,20.0,5.275,1.0264,1735.0,3.5479,38.03,-119.63,2.3856
2.4265,18.0,4.6377,0.9862,1176.0,2.032,39.31,-114.7,1.3077
5.5727,25.0,6.2829,0.9051,2860.0,2.8495,33.72,-115.26,3.5682
1.8558,39.0,5.8354,1.3942,2014.0,3.9299,39.33,-116.88,0.83
3.8842,37.0,5.5702,1.0249,586.0,4.7062,40.95,-121.46,2.4201
6.0608,40.0,5.83,1.1495,379.0,1.9147,32.79,-124.08,4.136
2.521,5.0,6.1385,0.8362,4866.0,3.2648,32.84,-119.74,1.6887
2.5148,9.0,6.1265,1.3036,619.0,2.8479,41.92,-120.56,1.8591
0.9447,44.0,4.3938,1.1251,1020.0,2.921,35.46,-117.54,1.7127
1.8977,51.0,6.4756,1.0334,475.0,2.3683,36.82,-123.59,2.2228
3.6648,7.0,5.7064,1.0347,1937.0,3.6046,35.45,-115.07,2.172
4.0271,47.0,4.8785,1.2304,522.0,3.5636,37.79,-116.94,2.8068
4.4054,14.0,5.6811,0.8,1136.0,5.0183,39.26,-114.59,2.1485
0.6576,50.0,5.8134,0.9764,1516.0,1.9431,39.72,-115.65,0.5556
2.4346,51.0,6.6981,1.0821,665.0,1.6017,35.88,-120.0,1.9444
1.0418,33.0,4.1446,1.0804,1501.0,4.6438,34.98,-117.68,0.3382
